,DomainLength,TLD,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,IsHTTPS,HasTitle,HasFavicon,NoOfURLRedirect,HasDescription,NoOfiFrame,HasHiddenFields,HasPasswordField,NoOfImage,NoOfCSS,NoOfJS,label
126383,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,67,1,3,1
126394,16,231,1,10,0.435,0,0.0,1,1,0,0,1,3,1,0,24,6,15,1
126398,24,231,1,18,0.581,0,0.0,1,1,1,0,1,0,1,0,9,6,11,1
126400,27,231,1,21,0.618,0,0.0,1,1,1,0,0,0,0,0,51,12,17,1
126401,17,231,1,11,0.458,0,0.0,1,1,1,0,1,1,1,0,92,1,5,1
126403,22,231,1,16,0.552,0,0.0,1,1,0,0,1,1,1,0,35,7,11,1
126404,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,1,0,66,4,4,1
126409,18,231,1,12,0.48,0,0.0,1,1,0,0,0,1,1,0,21,30,40,1
126411,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,15,0,8,1
126415,17,231,1,11,0.458,0,0.0,1,1,1,0,1,4,1,0,36,25,37,1
126421,18,231,1,12,0.48,0,0.0,1,1,1,0,0,0,0,0,2,3,1,1
126423,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,0,0,14,5,12,1
126440,13,337,1,7,0.35,0,0.0,1,1,0,0,1,5,0,0,13,21,12,1
126446,18,231,1,12,0.48,0,0.0,1,1,1,0,1,1,1,0,57,8,16,1
126449,24,231,1,18,0.581,0,0.0,1,1,0,0,0,0,1,0,17,13,21,1
126454,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,1,0,9,3,13,1
126459,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,17,2,9,1
126460,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,0,0,40,10,14,1
126461,22,231,1,16,0.552,0,0.0,1,1,0,0,1,0,1,0,33,8,9,1
126463,14,218,1,8,0.381,0,0.0,1,1,1,0,1,2,0,0,30,6,10,1
126464,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,19,15,31,1
126481,19,231,1,13,0.5,0,0.0,1,1,1,0,1,1,1,0,40,1,12,1
126484,17,231,1,11,0.458,0,0.0,1,1,1,0,1,2,1,0,31,7,7,1
126491,14,231,1,8,0.381,0,0.0,1,1,0,0,1,0,1,0,26,7,7,1
126498,17,189,1,11,0.458,0,0.0,1,1,1,0,1,1,1,0,37,9,18,1
126500,16,231,1,10,0.435,0,0.0,1,1,0,0,1,2,0,0,9,7,12,1
126507,14,231,1,8,0.381,0,0.0,1,1,0,0,1,2,1,0,3,3,13,1
126511,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,78,5,5,1
126523,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,19,4,5,1
126533,21,231,1,15,0.536,0,0.0,1,1,0,0,0,0,0,0,5,9,10,1
126537,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,8,4,14,1
126539,20,231,1,14,0.519,0,0.0,1,1,0,0,1,3,1,0,17,21,38,1
126540,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,13,1,8,1
126544,22,231,1,16,0.552,0,0.0,1,1,0,0,0,1,0,0,31,4,6,1
126547,26,231,1,20,0.606,0,0.0,1,1,0,0,1,2,1,0,97,24,32,1
126558,26,231,1,20,0.606,0,0.0,1,1,0,0,1,0,1,0,14,5,5,1
126559,20,252,1,13,0.481,0,0.0,1,1,1,0,1,0,1,0,17,9,15,1
126563,26,231,1,20,0.606,0,0.0,1,1,0,0,1,0,1,0,33,25,29,1
126564,16,231,1,10,0.435,0,0.0,1,1,1,0,1,1,0,0,16,2,11,1
126569,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,1,2,3,1
126573,18,273,1,12,0.48,0,0.0,1,1,1,0,1,2,0,0,37,11,22,1
126574,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,1,0,8,1,5,1
126578,20,231,1,14,0.519,0,0.0,1,1,1,0,1,1,1,0,34,4,18,1
126591,29,231,1,23,0.639,0,0.0,1,1,1,0,1,0,0,0,60,4,6,1
126593,27,231,1,21,0.618,0,0.0,1,1,1,0,1,2,1,0,17,3,15,1
126598,25,231,1,18,0.562,0,0.0,1,1,0,0,1,0,1,0,34,6,13,1
126608,27,231,1,21,0.618,0,0.0,1,1,1,0,1,1,1,0,20,2,14,1
126619,14,231,1,8,0.381,0,0.0,1,1,1,0,0,1,0,0,5,1,6,1
126622,31,231,1,25,0.658,0,0.0,1,1,1,0,1,2,1,0,41,8,12,1
126623,12,300,1,6,0.316,0,0.0,1,1,1,0,1,2,1,0,95,1,5,1
126624,30,231,1,24,0.649,0,0.0,1,1,0,0,1,0,0,0,10,4,3,1
126627,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,1,0,7,4,8,1
126629,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,22,9,10,1
126631,12,231,1,6,0.316,0,0.0,1,1,0,0,1,0,0,0,27,2,23,1
126636,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,0,0,31,7,12,1
126637,21,231,1,15,0.536,0,0.0,1,1,1,0,1,3,0,0,31,8,25,1
126641,24,231,1,18,0.581,0,0.0,1,1,1,0,1,0,1,0,11,1,11,1
126642,20,231,1,14,0.519,0,0.0,1,1,0,0,1,3,1,0,20,2,7,1
126648,20,231,1,13,0.481,0,0.0,1,1,1,0,1,7,1,0,51,4,13,1
126657,23,231,1,17,0.567,0,0.0,1,1,1,0,1,1,0,0,45,19,10,1
126665,28,231,1,22,0.629,0,0.0,1,1,1,0,1,2,1,0,41,2,15,1
126669,19,231,1,13,0.5,0,0.0,1,1,0,0,1,2,1,0,44,1,8,1
126670,25,254,1,18,0.562,0,0.0,1,1,1,0,1,0,0,0,54,0,0,1
126688,26,231,1,20,0.606,0,0.0,1,1,0,0,1,0,1,0,13,4,1,1
126699,24,231,1,18,0.581,0,0.0,1,1,0,0,1,1,1,0,43,13,26,1
126700,17,231,1,11,0.458,0,0.0,1,1,1,0,1,1,0,0,11,3,7,1
126701,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,0,0,91,0,1,1
126705,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,0,0,23,11,15,1
126710,16,273,1,10,0.435,0,0.0,1,1,1,0,0,1,0,0,18,2,26,1
126711,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,1,0,1,1
126715,21,303,1,14,0.5,0,0.0,1,1,1,0,1,2,1,0,52,8,13,1
126716,25,231,1,19,0.594,0,0.0,1,1,0,0,1,0,1,0,24,12,18,1
126723,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,1,0,10,24,23,1
126725,22,231,1,16,0.552,0,0.0,1,1,0,0,1,1,1,0,23,11,18,1
126726,25,303,1,19,0.594,0,0.0,1,1,1,0,1,0,1,0,24,30,25,1
126728,21,231,1,15,0.536,0,0.0,1,1,1,0,1,2,1,0,19,4,7,1
126732,23,254,1,16,0.533,0,0.0,1,1,0,0,1,0,0,0,5,3,4,1
126735,14,231,1,8,0.381,0,0.0,1,1,1,0,1,2,1,0,54,9,30,1
126741,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,1,0,1,14,17,1
126746,22,231,1,15,0.517,0,0.0,1,1,0,0,1,0,0,0,4,4,7,1
126756,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,7,9,9,1
126758,19,231,1,13,0.5,0,0.0,1,1,0,0,0,0,0,0,0,4,3,1
126759,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,0,0,55,18,22,1
126761,14,231,1,8,0.381,0,0.0,1,1,1,0,0,1,0,0,8,26,38,1
126765,13,231,1,7,0.35,0,0.0,1,1,0,0,1,0,1,0,1,3,9,1
126775,16,231,1,10,0.435,0,0.0,1,1,0,0,0,5,1,0,32,11,14,1
126777,26,231,1,19,0.576,0,0.0,1,1,0,0,0,2,1,0,54,7,8,1
126778,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,43,2,12,1
126781,16,231,1,10,0.435,0,0.0,1,1,1,0,1,2,0,0,7,2,7,1
126796,15,231,1,9,0.409,0,0.0,1,1,0,0,1,0,0,0,2,8,17,1
126800,22,231,1,16,0.552,0,0.0,1,1,0,0,0,1,0,0,4,9,16,1
126801,13,189,1,7,0.35,0,0.0,1,1,0,0,0,0,1,0,12,3,10,1
126809,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,1,0,18,2,13,1
126813,30,231,1,23,0.622,0,0.0,1,1,1,0,1,2,1,0,78,10,28,1
126815,17,231,1,11,0.458,0,0.0,1,1,1,0,1,2,0,0,22,1,5,1
126817,14,254,1,7,0.333,0,0.0,1,1,1,0,1,0,1,0,33,3,4,1
126818,15,231,1,9,0.409,0,0.0,1,1,0,0,1,2,1,0,18,4,10,1
126819,26,231,1,20,0.606,0,0.0,1,1,1,0,1,0,1,0,22,1,8,1
126822,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,1,0,26,5,9,1
126826,25,231,1,19,0.594,0,0.0,1,1,0,0,1,0,0,0,17,6,2,1
126828,20,231,1,14,0.519,0,0.0,1,1,0,0,0,0,0,0,70,6,14,1
126830,21,231,1,14,0.5,0,0.0,1,1,1,0,1,0,1,0,38,6,8,1
126831,14,254,1,8,0.381,0,0.0,1,1,1,0,1,0,0,0,60,9,5,1
126836,17,318,1,11,0.458,0,0.0,1,1,0,0,1,0,1,0,52,0,3,1
126841,21,231,1,15,0.536,0,0.0,1,1,0,0,0,2,1,0,92,2,5,1
126843,21,231,1,14,0.5,0,0.0,1,1,0,0,1,0,1,0,7,1,14,1
126850,12,127,1,6,0.316,0,0.0,1,1,1,0,0,2,0,0,8,5,12,1
126854,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,19,11,11,1
126857,27,203,1,21,0.618,0,0.0,1,1,0,0,1,1,1,0,20,13,17,1
126861,23,231,1,17,0.567,0,0.0,1,1,1,0,1,5,1,0,20,5,29,1
126863,15,231,1,9,0.409,0,0.0,1,1,1,0,1,2,0,0,0,4,21,1
126866,26,231,1,20,0.606,0,0.0,1,1,0,0,1,0,1,0,35,5,14,1
126884,22,231,1,16,0.552,0,0.0,1,1,1,0,0,8,0,0,1,13,11,1
126885,14,231,1,8,0.381,0,0.0,1,1,0,0,0,0,0,0,57,3,8,1
126889,18,231,1,12,0.48,0,0.0,1,1,0,0,0,1,0,0,19,12,24,1
126891,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,18,3,5,1
126892,20,231,1,14,0.519,0,0.0,1,1,1,0,1,2,1,0,15,3,7,1
126896,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,1,0,9,6,12,1
126899,12,226,1,6,0.316,0,0.0,1,1,0,0,1,0,1,0,42,9,15,1
126914,14,303,1,6,0.286,0,0.0,1,1,0,0,1,5,1,0,33,13,29,1
126917,30,231,1,24,0.649,0,0.0,1,1,0,0,1,2,0,0,27,13,26,1
126923,28,231,1,22,0.629,0,0.0,1,1,0,0,0,1,0,0,5,3,5,1
126927,18,231,1,12,0.48,0,0.0,1,1,0,0,1,1,1,0,12,8,15,1
126930,12,231,1,6,0.316,0,0.0,1,1,0,0,0,0,1,0,11,0,0,1
126934,23,231,1,17,0.567,0,0.0,1,1,0,0,1,0,1,0,102,19,24,1
126939,15,282,1,9,0.409,0,0.0,1,1,1,0,1,2,1,0,88,23,29,1
126942,17,140,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,31,2,4,1
126945,15,231,1,9,0.409,0,0.0,1,1,1,0,0,0,0,0,25,11,23,1
126949,24,231,1,18,0.581,0,0.0,1,1,0,0,1,1,0,0,52,27,36,1
126953,15,303,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,34,5,10,1
126960,13,231,1,7,0.35,0,0.0,1,1,1,0,1,1,0,0,18,12,15,1
126968,24,231,1,16,0.516,0,0.0,1,1,1,0,1,0,0,0,10,3,8,1
126976,19,231,1,13,0.5,0,0.0,1,1,0,0,1,2,1,0,14,4,18,1
126978,21,231,1,14,0.5,0,0.0,1,1,0,0,1,9,0,0,9,3,21,1
126979,15,231,1,9,0.409,0,0.0,1,1,1,0,1,6,1,0,14,2,12,1
126986,22,231,1,16,0.552,0,0.0,1,1,0,0,1,3,1,0,4,5,8,1
126989,16,189,1,10,0.435,0,0.0,1,1,0,0,0,2,0,0,22,1,5,1
126990,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,1,0,16,4,14,1
126996,19,303,1,13,0.5,0,0.0,1,1,0,0,1,0,1,0,70,2,11,1
127005,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,0,0,61,0,1,1
127007,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,11,3,6,1
127015,28,231,1,22,0.629,0,0.0,1,1,0,0,1,1,1,0,8,22,21,1
127019,12,231,1,6,0.316,0,0.0,1,1,0,0,0,0,1,0,26,12,15,1
127022,13,132,1,7,0.35,0,0.0,1,1,1,0,0,0,1,0,4,1,12,1
127031,24,231,1,18,0.581,0,0.0,1,1,0,0,1,0,0,0,8,11,20,1
127038,17,231,1,11,0.458,0,0.0,1,1,1,0,1,2,0,0,57,4,15,1
127042,18,231,1,12,0.48,0,0.0,1,1,1,0,0,0,0,0,29,20,36,1
127046,17,231,1,11,0.458,0,0.0,1,1,1,0,0,4,1,0,3,5,6,1
127053,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,0,0,1,7,7,1
127056,15,231,1,9,0.409,0,0.0,1,1,1,0,1,7,1,0,43,7,26,1
127057,23,231,1,17,0.567,0,0.0,1,1,0,0,0,0,1,0,29,22,9,1
127071,22,231,1,16,0.552,0,0.0,1,1,1,0,1,1,0,0,85,10,7,1
127075,20,231,1,14,0.519,0,0.0,1,1,0,0,0,1,1,0,64,14,25,1
127078,13,231,1,7,0.35,0,0.0,1,1,1,0,1,6,0,0,35,4,10,1
127088,14,231,1,8,0.381,0,0.0,1,1,1,0,1,3,1,0,22,15,45,1
127098,29,231,1,22,0.611,0,0.0,1,1,0,0,1,0,1,0,9,2,7,1
127111,24,231,1,18,0.581,0,0.0,1,1,1,0,1,0,1,0,19,8,21,1
127115,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,0,0,2,1,3,1
127116,12,231,1,6,0.316,0,0.0,1,1,1,0,1,0,1,0,5,8,9,1
127117,29,231,1,23,0.639,0,0.0,1,1,1,0,1,0,1,0,23,24,35,1
127118,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,0,0,15,6,9,1
127122,24,140,1,18,0.581,0,0.0,1,1,0,0,1,2,1,0,44,19,32,1
127128,12,254,1,6,0.316,0,0.0,1,1,1,0,1,0,0,0,17,1,1,1
127133,16,231,1,10,0.435,0,0.0,1,1,0,0,1,1,1,0,16,3,19,1
127135,17,231,1,11,0.458,0,0.0,1,1,0,0,1,1,1,0,45,1,6,1
127141,26,231,1,19,0.576,0,0.0,1,1,1,0,1,4,0,0,10,7,16,1
127144,16,231,1,9,0.391,0,0.0,1,1,0,0,0,1,0,0,23,1,18,1
127147,13,231,1,7,0.35,0,0.0,1,1,0,0,0,2,1,0,12,1,16,1
127149,24,231,1,18,0.581,0,0.0,1,1,1,0,0,5,0,0,18,6,17,1
127162,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,8,9,3,1
127164,12,231,1,6,0.316,0,0.0,1,1,1,0,1,2,0,0,18,0,3,1
127171,23,231,1,17,0.567,0,0.0,1,1,1,0,1,2,1,0,42,13,20,1
127172,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,18,5,18,1
127173,29,231,1,23,0.639,0,0.0,1,1,0,0,1,0,0,0,27,1,4,1
127192,29,231,1,23,0.639,0,0.0,1,1,0,0,1,4,1,0,35,10,13,1
127194,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,1,0,13,4,10,1
127195,11,254,1,5,0.278,0,0.0,1,1,0,0,0,0,1,0,5,26,23,1
127203,19,231,1,13,0.5,0,0.0,1,1,1,0,0,1,1,0,22,13,40,1
127208,14,132,1,8,0.381,0,0.0,1,1,0,0,1,0,1,0,62,21,27,1
127213,20,231,1,14,0.519,0,0.0,1,1,0,0,0,1,1,0,15,17,26,1
127216,15,231,1,9,0.409,0,0.0,1,1,0,0,1,1,0,0,24,25,21,1
127218,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,81,1,1,1
127223,14,211,1,8,0.381,0,0.0,1,1,0,0,0,0,0,0,5,12,21,1
127225,29,231,1,23,0.639,0,0.0,1,1,1,0,1,0,1,0,15,10,4,1
127227,14,275,1,8,0.381,0,0.0,1,1,1,0,1,4,0,0,25,9,12,1
127230,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,50,10,12,1
127233,23,231,1,17,0.567,0,0.0,1,1,0,0,1,2,1,0,47,16,36,1
127237,16,337,1,10,0.435,0,0.0,1,1,1,0,1,7,0,0,75,3,14,1
127240,20,231,1,14,0.519,0,0.0,1,1,0,0,0,0,0,0,18,4,7,1
127250,22,231,1,16,0.552,0,0.0,1,1,1,0,0,0,1,0,36,16,28,1
127252,19,254,1,13,0.5,0,0.0,1,1,0,0,0,0,0,0,50,1,2,1
127257,13,206,1,7,0.35,0,0.0,1,1,0,0,1,0,0,0,5,4,11,1
127259,20,231,1,14,0.519,0,0.0,1,1,1,0,1,2,1,0,29,1,15,1
127261,16,231,1,10,0.435,0,0.0,1,1,1,0,1,2,0,0,17,1,8,1
127264,14,273,1,8,0.381,0,0.0,1,1,1,0,1,0,1,0,19,5,15,1
127266,20,231,1,14,0.519,0,0.0,1,1,1,0,1,3,0,0,35,1,9,1
127269,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,0,0,19,2,15,1
127277,9,263,1,3,0.188,0,0.0,1,1,1,0,1,0,0,0,31,2,6,1
127278,15,231,1,9,0.409,0,0.0,1,1,0,0,1,1,0,0,16,6,17,1
127279,21,282,1,15,0.536,0,0.0,1,1,1,0,1,0,1,0,30,7,8,1
127280,29,231,1,23,0.639,0,0.0,1,1,1,0,1,0,1,0,4,1,9,1
127284,21,231,1,15,0.536,0,0.0,1,1,0,0,1,1,1,0,26,6,23,1
127290,11,231,1,5,0.278,0,0.0,1,1,1,0,0,2,0,0,44,3,5,1
127293,18,231,1,12,0.48,0,0.0,1,1,0,0,1,6,1,0,17,16,29,1
127298,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,1,0,19,4,14,1
127308,21,231,1,15,0.536,0,0.0,1,1,1,0,1,1,1,0,24,10,9,1
127309,20,231,1,14,0.519,0,0.0,1,1,0,0,0,0,0,0,2,1,3,1
127313,20,231,1,14,0.519,0,0.0,1,1,1,0,0,9,0,0,70,5,14,1
127314,20,231,1,14,0.519,0,0.0,1,1,0,0,1,2,1,0,55,9,18,1
127315,23,231,1,17,0.567,0,0.0,1,1,1,0,1,2,1,0,17,15,26,1
127321,14,231,1,8,0.381,0,0.0,1,1,1,0,1,0,0,0,14,2,1,1
127327,17,231,1,11,0.458,0,0.0,1,1,1,0,0,0,0,0,2,17,27,1
127330,26,231,1,20,0.606,0,0.0,1,1,0,0,1,0,0,0,53,11,15,1
127335,31,254,1,24,0.632,0,0.0,1,1,1,0,1,0,0,0,6,0,2,1
127336,13,303,1,7,0.35,0,0.0,1,1,1,0,1,1,1,0,37,12,17,1
127337,17,231,1,11,0.458,0,0.0,1,1,1,0,1,2,1,0,17,5,21,1
127343,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,6,2,6,1
127344,18,231,1,11,0.44,0,0.0,1,1,1,0,1,0,1,0,17,9,29,1
127346,11,334,1,5,0.278,0,0.0,1,1,1,0,0,1,1,0,13,4,38,1
127349,26,231,1,20,0.606,0,0.0,1,1,1,0,1,1,0,0,3,1,25,1
127350,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,45,12,12,1
127351,23,231,1,17,0.567,0,0.0,1,1,0,0,1,1,0,0,27,3,11,1
127363,25,231,1,18,0.562,0,0.0,1,1,1,0,1,0,1,0,32,17,26,1
127365,28,231,1,22,0.629,0,0.0,1,1,0,0,0,0,0,0,37,2,12,1
127372,16,231,1,10,0.435,0,0.0,1,1,1,0,1,2,1,0,46,8,18,1
127377,16,231,1,10,0.435,0,0.0,1,1,0,0,0,0,0,0,36,8,12,1
127379,21,231,1,15,0.536,0,0.0,1,1,0,0,1,2,1,0,27,11,20,1
127393,13,254,1,7,0.35,0,0.0,1,1,1,0,0,0,0,0,18,6,11,1
127396,13,231,1,7,0.35,0,0.0,1,1,1,0,1,0,0,0,0,1,7,1
127404,11,273,1,5,0.278,0,0.0,1,1,0,0,1,1,1,0,12,4,9,1
127405,12,231,1,6,0.316,0,0.0,1,1,1,0,1,4,0,0,67,5,18,1
127409,15,231,1,9,0.409,0,0.0,1,1,0,0,1,2,1,0,30,10,16,1
127418,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,29,4,16,1
127422,16,231,1,10,0.435,0,0.0,1,1,1,0,1,2,1,0,17,11,22,1
127431,23,231,1,17,0.567,0,0.0,1,1,1,0,1,1,1,0,26,4,9,1
127432,28,231,1,22,0.629,0,0.0,1,1,1,0,1,4,1,0,66,20,30,1
127441,18,231,1,12,0.48,0,0.0,1,1,1,0,1,1,1,0,17,4,17,1
127451,15,337,1,9,0.409,0,0.0,1,1,0,0,1,0,0,0,2,1,4,1
127466,24,231,1,18,0.581,0,0.0,1,1,0,0,1,0,1,0,1,2,6,1
127470,18,164,1,12,0.48,0,0.0,1,1,0,0,0,1,0,0,11,11,17,1
127471,17,231,1,11,0.458,0,0.0,1,1,1,0,0,0,1,0,20,5,6,1
127481,17,282,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,6,9,4,1
127483,15,280,1,9,0.409,0,0.0,1,1,0,0,0,0,0,0,4,3,4,1
127491,15,231,1,9,0.409,0,0.0,1,1,1,0,1,2,1,0,64,6,18,1
127497,22,231,1,16,0.552,0,0.0,1,1,1,0,1,1,0,0,40,7,11,1
127502,19,231,1,13,0.5,0,0.0,1,1,0,0,1,1,0,0,33,5,6,1
127504,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,1,0,71,15,27,1
127508,20,231,1,14,0.519,0,0.0,1,1,1,0,1,1,1,0,49,5,19,1
127513,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,21,7,23,1
127515,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,29,17,33,1
127516,29,231,1,23,0.639,0,0.0,1,1,1,0,0,0,0,0,54,2,1,1
127520,29,231,1,23,0.639,0,0.0,1,1,0,0,1,0,0,0,5,11,19,1
127523,28,231,1,22,0.629,0,0.0,1,1,0,0,1,3,1,0,32,5,37,1
127524,15,231,1,9,0.409,0,0.0,1,1,1,0,0,0,0,0,6,3,6,1
127527,12,231,1,6,0.316,0,0.0,1,1,1,0,1,0,1,0,52,1,9,1
127541,20,231,1,14,0.519,0,0.0,1,1,1,0,1,9,0,0,25,3,6,1
127544,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,23,3,15,1
127550,17,231,1,11,0.458,0,0.0,1,1,0,0,1,5,0,0,18,4,8,1
127552,13,231,1,7,0.35,0,0.0,1,1,1,0,1,0,0,0,56,13,15,1
127553,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,1,0,9,1,2,1
127554,15,231,1,9,0.409,0,0.0,1,1,0,0,1,1,0,0,16,3,5,1
127556,13,231,1,7,0.35,0,0.0,1,1,0,0,1,0,0,0,8,0,2,1
127561,14,231,1,8,0.381,0,0.0,1,1,1,0,1,0,1,0,6,5,12,1
127586,16,231,1,10,0.435,0,0.0,1,1,0,0,0,0,0,0,9,3,7,1
127592,15,254,1,9,0.409,0,0.0,1,1,1,0,0,0,1,0,14,10,16,1
127593,14,292,1,8,0.381,0,0.0,1,1,1,0,1,2,0,0,28,10,17,1
127601,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,1,0,25,0,7,1
127610,13,231,1,7,0.35,0,0.0,1,1,0,0,1,4,1,0,39,18,33,1
127613,10,254,1,4,0.235,0,0.0,1,1,1,0,1,0,0,0,50,1,6,1
127619,15,231,1,9,0.409,0,0.0,1,1,0,0,1,0,0,0,4,1,4,1
127626,16,231,1,10,0.435,0,0.0,1,1,0,0,1,0,0,0,34,14,19,1
127627,16,231,1,10,0.435,0,0.0,1,1,0,0,1,0,0,0,6,1,5,1
127634,12,231,1,6,0.316,0,0.0,1,1,1,0,1,2,1,0,15,2,5,1
127636,15,282,1,9,0.409,0,0.0,1,1,1,0,1,2,1,0,26,2,5,1
127638,15,231,1,9,0.409,0,0.0,1,1,1,0,1,1,1,0,30,6,8,1
127641,32,254,1,26,0.667,0,0.0,1,1,1,0,1,4,0,0,34,6,6,1
127644,27,231,1,21,0.618,0,0.0,1,1,1,0,1,1,0,0,24,2,3,1
127647,13,231,1,7,0.35,0,0.0,1,1,1,0,0,3,1,0,28,16,33,1
127649,27,231,1,21,0.618,0,0.0,1,1,0,0,0,0,1,0,10,23,24,1
127657,15,231,1,9,0.409,0,0.0,1,1,1,0,1,3,1,0,19,10,14,1
127662,21,231,1,15,0.536,0,0.0,1,1,1,0,1,2,0,0,8,5,8,1
127663,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,71,10,25,1
127664,17,231,1,11,0.458,0,0.0,1,1,0,0,0,0,0,0,7,12,25,1
127665,22,254,1,16,0.552,0,0.0,1,1,1,0,1,0,1,0,18,2,3,1
127672,23,282,1,17,0.567,0,0.0,1,1,0,0,1,0,0,0,8,10,6,1
127680,22,231,1,15,0.517,0,0.0,1,1,0,0,1,0,1,0,31,10,22,1
127682,26,231,1,20,0.606,0,0.0,1,1,1,0,1,0,0,0,17,2,5,1
127696,17,231,1,11,0.458,0,0.0,1,1,0,0,1,2,0,0,24,7,15,1
127698,20,282,1,14,0.519,0,0.0,1,1,0,0,0,2,1,0,8,26,18,1
127702,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,16,7,10,1
127703,32,231,1,26,0.667,0,0.0,1,1,1,0,1,0,0,0,27,2,12,1
127708,12,273,1,6,0.316,0,0.0,1,1,1,0,1,2,0,0,37,1,7,1
127713,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,16,2,5,1
127717,22,231,1,16,0.552,0,0.0,1,1,0,0,1,1,1,0,21,17,21,1
127723,18,231,1,11,0.44,0,0.0,1,1,0,0,1,1,1,0,19,21,23,1
127725,20,231,1,14,0.519,0,0.0,1,1,0,0,1,1,0,0,26,8,11,1
127744,13,211,1,7,0.35,0,0.0,1,1,1,0,0,1,0,0,36,3,5,1
127745,25,231,1,19,0.594,0,0.0,1,1,0,0,1,1,1,0,32,21,36,1
127753,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,1,0,49,8,22,1
127756,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,21,3,8,1
127768,24,231,1,17,0.548,0,0.0,1,1,0,0,1,6,1,0,94,1,24,1
127771,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,0,0,18,5,14,1
127778,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,0,0,42,3,8,1
127781,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,1,0,46,13,16,1
127792,27,231,1,21,0.618,0,0.0,1,1,0,0,1,0,0,0,18,8,21,1
127794,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,33,7,11,1
127796,23,231,1,17,0.567,0,0.0,1,1,0,0,1,0,1,0,30,2,14,1
