,DomainLength,TLD,TLDLength,NoOfSubDomain,LetterRatioInURL,label
5241,29,com,3,1,0.9454545454545454,0
5242,48,com,3,3,0.8,0
5243,14,link,4,1,0.9230769230769231,0
5244,21,net,3,1,0.95,1
5245,25,com,3,3,0.8372093023255814,0
5246,18,si,2,1,0.9090909090909091,0
5247,12,com,3,1,0.9090909090909091,0
5248,16,ru,2,1,0.9333333333333333,0
5249,50,com,3,3,0.9473684210526315,0
5250,13,com,3,1,0.9166666666666666,1
5251,21,com,3,1,0.95,1
5252,26,com,3,3,0.8695652173913043,0
5253,14,jp,2,1,0.88,0
5254,18,com,3,1,0.9411764705882353,0
5255,18,com,3,1,0.9411764705882353,0
5256,37,com,3,1,0.9117647058823529,0
5257,28,com,3,1,0.9629629629629629,1
5258,25,com,3,1,0.9583333333333334,1
5259,44,com,3,3,0.7777777777777778,0
5260,11,io,2,1,0.9,0
5261,18,org,3,1,0.9411764705882353,1
5262,13,com,3,0,0.96,1
5263,13,com,3,1,0.9166666666666666,1
5264,13,142,3,2,0.0,0
5265,25,in,2,1,0.9583333333333334,0
5266,16,com,3,1,0.9333333333333333,1
5267,39,com,3,1,0.96,0
5268,15,com,3,1,0.9285714285714286,1
5269,17,it,2,1,0.9375,1
5270,35,com,3,3,0.6538461538461539,0
5271,26,com,3,1,0.8936170212765957,0
5272,68,us,2,5,0.64,0
5273,16,com,3,1,0.9333333333333333,1
5274,72,biz,3,1,0.9714285714285714,0
5275,14,hr,2,0,0.9629629629629629,0
5276,11,com,3,0,0.9523809523809523,1
5277,19,com,3,1,0.9444444444444444,0
5278,16,com,3,1,0.9333333333333333,1
5279,10,com,3,0,0.9473684210526315,0
5280,23,com,3,2,0.9047619047619048,0
5281,27,uk,2,2,0.9411764705882353,1
5282,17,il,2,2,0.9032258064516129,1
5283,14,com,3,1,0.9230769230769231,1
5284,22,com,3,1,0.9523809523809523,1
5285,20,com,3,1,0.9473684210526315,1
5286,20,net,3,1,0.918918918918919,1
5287,14,com,3,1,0.9230769230769231,1
5288,12,com,3,1,0.9090909090909091,1
5289,22,com,3,0,0.9767441860465116,0
5290,27,com,3,1,0.9615384615384616,1
5291,28,com,3,1,0.9629629629629629,1
5292,29,com,3,1,0.9056603773584906,0
5293,18,com,3,1,0.9411764705882353,1
5294,24,com,3,1,0.9565217391304348,1
5295,23,es,2,1,0.9545454545454546,1
5296,24,com,3,1,0.9565217391304348,0
5297,29,com,3,3,0.8627450980392157,0
5298,16,com,3,1,0.896551724137931,1
5299,18,com,3,1,0.9411764705882353,1
5300,25,tr,2,1,0.9583333333333334,0
5301,20,com,3,1,0.9473684210526315,0
5302,40,com,3,3,0.7692307692307693,0
5303,27,com,3,1,0.8,0
5304,17,jp,2,1,0.7407407407407407,0
5305,61,com,3,1,0.7920792079207921,0
5306,11,com,3,1,0.7058823529411765,0
5307,8,net,3,0,0.9333333333333333,1
5308,11,al,2,1,0.9,0
5309,12,com,3,1,0.6666666666666666,0
5310,21,com,3,1,0.95,0
5311,12,net,3,1,0.9090909090909091,1
5312,24,pe,2,2,0.8571428571428571,0
5313,25,pl,2,2,0.7804878048780488,0
5314,26,com,3,1,0.9166666666666666,0
5315,23,com,3,1,0.9302325581395349,0
5316,42,com,3,3,0.88,0
5317,17,com,3,1,0.9375,1
5318,46,com,3,4,0.9425287356321839,0
5319,17,uk,2,2,0.9032258064516129,1
5320,11,com,3,1,0.9,0
5321,19,ua,2,2,0.9142857142857143,0
5322,50,com,3,3,0.9473684210526315,0
5323,12,35,2,2,0.0,0
5324,50,com,3,3,0.9473684210526315,0
5325,18,com,3,1,0.9411764705882353,1
5326,23,com,3,1,0.9545454545454546,1
5327,17,pl,2,2,0.7857142857142857,0
5328,23,com,3,1,0.9545454545454546,0
5329,20,com,3,1,0.9473684210526315,1
5330,14,com,3,1,0.9230769230769231,1
5331,22,com,3,1,0.9523809523809523,0
5332,9,me,2,0,0.9411764705882353,1
5333,29,com,3,3,0.9056603773584906,0
5334,20,com,3,1,0.9473684210526315,1
5335,18,com,3,1,0.9411764705882353,1
5336,27,com,3,1,0.9411764705882353,0
5337,17,com,3,1,0.9375,1
5338,20,it,2,1,0.9473684210526315,1
5339,26,com,3,1,0.96,1
5340,9,in,2,0,0.9411764705882353,0
5341,12,lk,2,0,0.9565217391304348,0
5342,27,com,3,1,0.9615384615384616,0
5343,16,com,3,1,0.896551724137931,0
5344,19,com,3,0,0.972972972972973,0
5345,27,com,3,1,0.9615384615384616,1
5346,21,com,3,1,0.95,0
5347,21,org,3,1,0.95,1
5348,24,com,3,0,0.9565217391304348,0
5349,24,com,3,1,0.9565217391304348,1
5350,22,com,3,1,0.926829268292683,0
5351,20,com,3,1,0.9473684210526315,1
5352,23,cl,2,1,0.9545454545454546,1
5353,24,link,4,1,0.9333333333333333,0
5354,12,it,2,0,0.9565217391304348,0
5355,13,hk,2,1,0.9166666666666666,1
5356,34,com,3,2,0.9538461538461539,1
5357,26,com,3,1,0.96,0
5358,14,com,3,1,0.9230769230769231,1
5359,17,org,3,1,0.9032258064516129,1
5360,29,com,3,1,0.5853658536585366,0
5361,14,net,3,0,0.9629629629629629,0
5362,10,ca,2,1,0.8888888888888888,1
5363,24,com,3,2,0.9333333333333333,0
5364,16,org,3,1,0.9333333333333333,1
5365,24,mx,2,1,0.9565217391304348,1
5366,21,com,3,1,0.95,1
5367,13,192,3,2,0.0,0
5368,10,com,3,0,0.9473684210526315,1
5369,15,net,3,1,0.9285714285714286,0
5370,26,biz,3,1,0.9166666666666666,0
5371,27,com,3,1,0.9411764705882353,1
5372,11,com,3,0,0.9523809523809523,0
5373,22,au,2,1,0.9523809523809523,0
5374,34,app,3,1,0.847457627118644,0
5375,21,com,3,1,0.95,1
5376,16,org,3,1,0.9333333333333333,1
5377,8,org,3,0,0.9333333333333333,1
5378,17,sg,2,1,0.9375,1
5379,22,com,3,1,0.9523809523809523,0
5380,50,com,3,3,0.9473684210526315,0
5381,21,com,3,1,0.9230769230769231,1
5382,27,com,3,1,0.9615384615384616,1
5383,20,com,3,1,0.9473684210526315,1
5384,30,com,3,1,0.9655172413793104,0
5385,24,com,3,1,0.9090909090909091,0
5386,31,com,3,3,0.8727272727272727,0
5387,23,au,2,2,0.9302325581395349,1
5388,21,com,3,1,0.95,0
5389,28,co,2,1,0.9230769230769231,0
5390,20,mk,2,1,0.9473684210526315,0
5391,26,pt,2,2,0.9387755102040817,1
5392,19,com,3,1,0.9444444444444444,1
5393,15,com,3,1,0.9285714285714286,1
5394,12,35,2,2,0.0,0
5395,17,nl,2,1,0.9375,0
5396,23,com,3,1,0.9545454545454546,1
5397,22,net,3,1,0.9,0
5398,31,com,3,1,0.9491525423728814,1
5399,42,com,3,3,0.95,0
5400,28,com,3,1,0.9433962264150944,0
5401,17,com,3,1,0.9032258064516129,1
5402,22,ar,2,1,0.9523809523809523,0
5403,20,com,3,0,0.918918918918919,0
5404,7,ly,2,0,0.9230769230769231,0
5405,27,com,3,1,0.9411764705882353,0
5406,28,com,3,1,0.9629629629629629,1
5407,17,com,3,1,0.9375,1
5408,14,link,4,1,0.88,0
5409,28,com,3,1,0.9629629629629629,0
5410,22,com,3,1,0.9523809523809523,1
5411,18,com,3,1,0.9411764705882353,1
5412,15,com,3,0,0.9655172413793104,0
5413,16,com,3,1,0.9333333333333333,1
5414,19,com,3,1,0.9444444444444444,1
5415,14,com,3,1,0.9230769230769231,1
5416,22,live,4,0,0.926829268292683,0
5417,18,com,3,0,0.9714285714285714,0
5418,32,com,3,2,0.9508196721311475,0
5419,25,ar,2,2,0.9361702127659575,1
5420,14,org,3,1,0.9230769230769231,1
5421,14,exposed,7,1,0.9230769230769231,0
5422,58,com,3,3,0.9259259259259259,0
5423,10,ca,2,1,0.8888888888888888,1
5424,53,au,2,4,0.94,0
5425,12,ru,2,1,0.9090909090909091,0
5426,25,com,3,1,0.9583333333333334,1
5427,16,edu,3,1,0.9333333333333333,1
5428,26,fr,2,1,0.9387755102040817,0
5429,17,com,3,0,0.9696969696969697,1
5430,24,com,3,1,0.9565217391304348,0
5431,34,net,3,1,0.9696969696969697,0
5432,13,com,3,1,0.9166666666666666,1
5433,22,com,3,1,0.9523809523809523,1
5434,37,br,2,2,0.9428571428571428,0
5435,22,be,2,1,0.9523809523809523,0
5436,14,com,3,1,0.9230769230769231,1
5437,20,com,3,1,0.9473684210526315,1
5438,20,com,3,1,0.9473684210526315,0
5439,14,uk,2,2,0.88,1
5440,15,com,3,1,0.9285714285714286,0
5441,16,org,3,1,0.9333333333333333,1
5442,20,com,3,1,0.9473684210526315,1
5443,18,com,3,1,0.9411764705882353,1
5444,22,org,3,1,0.9523809523809523,1
5445,20,com,3,1,0.9473684210526315,0
5446,39,com,3,3,0.8529411764705882,0
5447,16,org,3,1,0.9333333333333333,1
5448,24,de,2,1,0.9333333333333333,1
5449,20,ru,2,1,0.918918918918919,1
5450,11,vn,2,0,0.9523809523809523,0
5451,15,com,3,1,0.9285714285714286,1
5452,20,com,3,1,0.9473684210526315,1
5453,17,com,3,0,0.9696969696969697,0
5454,18,com,3,0,0.9090909090909091,0
5455,9,lu,2,0,0.9411764705882353,0
5456,35,com,3,1,0.9705882352941176,1
5457,12,club,4,0,0.9565217391304348,0
5458,21,com,3,1,0.9230769230769231,0
5459,54,com,3,4,0.9411764705882353,0
5460,23,com,3,0,0.9777777777777777,0
5461,16,org,3,1,0.9333333333333333,1
5462,10,com,3,0,0.8888888888888888,0
5463,29,com,3,2,0.9259259259259259,0
5464,11,com,3,0,0.9523809523809523,0
5465,11,ru,2,0,0.9523809523809523,1
5466,8,com,3,0,0.9333333333333333,0
5467,17,com,3,1,0.9375,1
5468,19,de,2,1,0.9444444444444444,1
5469,18,com,3,0,0.9714285714285714,1
5470,20,com,3,1,0.9473684210526315,1
5471,23,com,3,1,0.9545454545454546,1
5472,24,com,3,1,0.9565217391304348,1
5473,29,app,3,1,0.8627450980392157,0
5474,14,com,3,1,0.8333333333333334,0
5475,34,com,3,3,0.8070175438596491,0
5476,16,com,3,1,0.9333333333333333,0
5477,20,com,3,1,0.9473684210526315,1
5478,34,com,3,1,0.9696969696969697,1
5479,45,com,3,1,0.9772727272727273,0
5480,14,org,3,0,0.9629629629629629,1
5481,20,org,3,1,0.9473684210526315,1
5482,17,com,3,1,0.9375,1
5483,30,au,2,1,0.9655172413793104,0
5484,14,org,3,1,0.9230769230769231,0
5485,28,com,3,1,0.9433962264150944,0
5486,15,in,2,1,0.9285714285714286,0
5487,14,ru,2,0,0.9629629629629629,1
5488,21,com,3,1,0.95,1
5489,20,com,3,1,0.9473684210526315,0
5490,15,com,3,1,0.9285714285714286,1
5491,20,com,3,1,0.9473684210526315,1
5492,18,org,3,2,0.9090909090909091,1
5493,50,com,3,3,0.9473684210526315,0
5494,13,3,1,2,0.0,0
5495,15,com,3,1,0.9285714285714286,1
5496,12,com,3,1,0.9090909090909091,1
5497,22,pl,2,1,0.9523809523809523,1
5498,18,br,2,1,0.9411764705882353,0
5499,16,com,3,1,0.9333333333333333,1
5500,19,com,3,1,0.9444444444444444,1
5501,27,com,3,1,0.9615384615384616,0
5502,19,pl,2,0,0.9444444444444444,0
5503,13,com,3,1,0.9166666666666666,0
5504,15,com,3,1,0.9285714285714286,1
5505,22,com,3,1,0.9523809523809523,1
5506,21,com,3,1,0.95,1
5507,19,com,3,1,0.9444444444444444,1
5508,18,com,3,1,0.9411764705882353,1
5509,26,uk,2,2,0.9387755102040817,1
5510,33,com,3,1,0.96875,1
5511,17,com,3,1,0.9375,1
5512,18,com,3,0,0.9714285714285714,1
5513,18,com,3,1,0.875,1
5514,17,com,3,1,0.9375,1
5515,14,at,2,1,0.9230769230769231,1
5516,22,cl,2,2,0.926829268292683,1
5517,15,com,3,1,0.9285714285714286,1
5518,20,ws,2,1,0.9473684210526315,0
5519,19,com,3,1,0.9444444444444444,0
5520,17,cz,2,1,0.9032258064516129,1
5521,17,com,3,1,0.9375,1
5522,21,com,3,0,0.95,0
5523,36,com,3,1,0.9714285714285714,0
5524,16,com,3,1,0.9333333333333333,0
5525,30,ru,2,3,0.8461538461538461,0
5526,14,link,4,1,0.88,0
5527,29,com,3,1,0.9642857142857143,1
5528,17,com,3,1,0.9375,0
5529,35,com,3,1,0.9705882352941176,0
5530,16,gr,2,1,0.9333333333333333,1
5531,19,com,3,1,0.9444444444444444,1
5532,10,com,3,0,0.9473684210526315,0
5533,18,com,3,1,0.9411764705882353,1
5534,17,com,3,1,0.9375,0
5535,16,com,3,1,0.9333333333333333,1
5536,24,org,3,1,0.9565217391304348,1
5537,19,com,3,0,0.972972972972973,0
5538,18,com,3,1,0.9411764705882353,1
5539,30,com,3,1,0.9473684210526315,0
5540,16,com,3,0,0.9333333333333333,0
5541,17,com,3,1,0.9375,1
5542,20,com,3,1,0.9473684210526315,1
5543,22,com,3,1,0.9523809523809523,1
5544,27,com,3,1,0.92,1
5545,29,com,3,1,0.9642857142857143,1
5546,25,com,3,1,0.9583333333333334,0
5547,31,com,3,3,0.8727272727272727,0
5548,61,com,3,1,0.7676767676767676,0
5549,17,com,3,1,0.9375,1
5550,17,com,3,0,0.9696969696969697,1
5551,17,com,3,1,0.9375,1
5552,14,ru,2,1,0.9230769230769231,1
5553,18,com,3,0,0.9411764705882353,0
5554,20,uk,2,1,0.9473684210526315,0
5555,14,com,3,0,0.9629629629629629,1
5556,31,com,3,0,0.9310344827586207,0
5557,43,com,3,1,0.868421052631579,0
5558,15,com,3,1,0.9285714285714286,0
5559,16,at,2,2,0.896551724137931,1
5560,24,de,2,1,0.9333333333333333,1
5561,12,com,3,0,0.9565217391304348,0
5562,42,com,3,3,0.95,0
5563,14,com,3,1,0.9230769230769231,0
5564,42,com,3,3,0.9090909090909091,0
5565,13,185,3,2,0.0,0
5566,42,com,3,3,0.95,0
5567,15,com,3,1,0.9285714285714286,0
5568,11,com,3,1,0.8421052631578947,1
5569,27,com,3,1,0.9615384615384616,1
5570,34,au,2,1,0.9696969696969697,1
5571,25,com,3,1,0.8888888888888888,0
5572,4,ly,2,0,0.6666666666666666,0
5573,19,com,3,1,0.9444444444444444,1
5574,27,ru,2,2,0.7727272727272727,0
5575,22,com,3,1,0.9523809523809523,1
5576,18,com,3,1,0.9411764705882353,0
5577,15,com,3,1,0.9285714285714286,1
5578,10,uz,2,0,0.9473684210526315,0
5579,13,com,3,0,0.96,0
5580,24,de,2,1,0.9333333333333333,1
5581,13,ru,2,1,0.8695652173913043,1
5582,13,com,3,1,0.9166666666666666,1
5583,15,com,3,1,0.9285714285714286,1
5584,17,com,3,1,0.9375,1
5585,18,com,3,1,0.9411764705882353,1
5586,6,ir,2,0,0.8,0
5587,16,net,3,1,0.9333333333333333,1
5588,16,info,4,1,0.9333333333333333,1
5589,21,com,3,1,0.9230769230769231,1
5590,18,com,3,1,0.9411764705882353,0
5591,18,info,4,1,0.9411764705882353,1
5592,13,de,2,1,0.9166666666666666,1
5593,13,ma,2,1,0.9166666666666666,0
5594,22,com,3,1,0.9523809523809523,0
5595,16,uk,2,2,0.896551724137931,1
5596,18,com,3,1,0.9411764705882353,1
5597,19,uk,2,2,0.9142857142857143,1
5598,14,com,3,1,0.8333333333333334,1
5599,34,de,2,0,0.9696969696969697,0
5600,30,com,3,1,0.9655172413793104,1
5601,31,com,3,1,0.9666666666666667,0
5602,16,com,3,1,0.9333333333333333,0
5603,14,com,3,0,0.9629629629629629,0
5604,20,com,3,1,0.8888888888888888,1
5605,15,ru,2,1,0.9285714285714286,1
5606,19,ae,2,0,0.9444444444444444,0
5607,14,com,3,1,0.9230769230769231,1
5608,19,com,3,0,0.972972972972973,0
5609,15,com,3,1,0.9285714285714286,1
5610,30,us,2,2,0.9473684210526315,0
5611,23,ru,2,1,0.9047619047619048,0
5612,12,ae,2,0,0.9090909090909091,0
5613,18,il,2,1,0.9411764705882353,0
5614,33,ru,2,1,0.96875,1
5615,11,co,2,1,0.9,1
5616,20,com,3,1,0.9473684210526315,0
5617,13,195,3,2,0.0,0
5618,27,com,3,0,0.9811320754716981,1
5619,20,net,3,1,0.9473684210526315,1
5620,12,com,3,1,0.9090909090909091,1
5621,21,com,3,1,0.95,1
5622,15,com,3,1,0.9285714285714286,1
5623,44,com,3,3,0.9135802469135802,0
5624,28,net,3,2,0.9230769230769231,0
5625,10,pk,2,1,0.8888888888888888,0
5626,31,com,3,3,0.7083333333333334,0
5627,20,com,3,1,0.9473684210526315,1
5628,35,be,2,1,0.9230769230769231,0
5629,16,com,3,1,0.9333333333333333,1
5630,21,org,3,1,0.95,1
5631,25,pl,2,2,0.7804878048780488,0
5632,16,cc,2,1,0.896551724137931,1
5633,16,com,3,0,0.967741935483871,0
5634,20,com,3,0,0.9743589743589743,0
5635,33,com,3,3,0.8620689655172413,0
5636,27,com,3,1,0.9615384615384616,0
5637,21,com,3,1,0.95,1
5638,19,ch,2,1,0.9444444444444444,1
5639,22,org,3,1,0.9523809523809523,1
5640,21,com,3,1,0.95,1
5641,21,com,3,1,0.95,0
5642,31,com,3,1,0.9666666666666667,1
5643,36,us,2,2,0.9090909090909091,0
5644,15,com,3,1,0.9285714285714286,1
5645,37,com,3,3,0.8064516129032258,0
5646,22,com,3,1,0.9523809523809523,1
5647,15,org,3,0,0.9655172413793104,0
5648,16,org,3,1,0.9333333333333333,1
5649,16,net,3,1,0.9333333333333333,1
5650,28,com,3,2,0.9433962264150944,1
5651,28,com,3,0,0.9629629629629629,0
5652,31,vn,2,1,0.9666666666666667,0
5653,13,org,3,1,0.9166666666666666,1
5654,7,cl,2,0,0.9230769230769231,0
5655,14,com,3,0,0.9629629629629629,1
5656,41,ng,2,2,0.8611111111111112,0
5657,19,cx,2,1,0.9142857142857143,0
5658,12,net,3,0,0.9565217391304348,0
5659,26,com,3,1,0.9387755102040817,1
5660,18,es,2,1,0.9411764705882353,1
5661,21,cn,2,1,0.95,0
5662,34,app,3,1,0.9206349206349206,0
5663,25,com,3,1,0.9583333333333334,1
5664,26,com,3,1,0.96,1
5665,50,com,3,3,0.9473684210526315,0
5666,14,link,4,1,0.8333333333333334,0
5667,15,sg,2,1,0.9285714285714286,0
5668,21,com,3,1,0.95,1
5669,35,com,3,1,0.9705882352941176,0
5670,38,com,3,2,0.9444444444444444,0
5671,31,ru,2,1,0.9491525423728814,1
5672,29,com,3,3,0.9056603773584906,0
5673,18,ua,2,1,0.9090909090909091,1
5674,16,com,3,1,0.9333333333333333,1
5675,16,com,3,1,0.9333333333333333,0
5676,21,biz,3,1,0.95,1
5677,21,org,3,1,0.95,1
5678,14,com,3,1,0.9230769230769231,1
5679,22,com,3,1,0.9,1
5680,14,sk,2,1,0.9230769230769231,1
5681,14,com,3,0,0.9629629629629629,0
5682,15,com,3,1,0.9285714285714286,1
5683,10,com,3,0,0.9473684210526315,0
5684,18,com,3,1,0.9090909090909091,1
5685,23,com,3,1,0.9545454545454546,1
5686,27,com,3,1,0.9615384615384616,1
5687,38,com,3,1,0.958904109589041,1
5688,23,com,3,1,0.9545454545454546,1
5689,23,com,3,1,0.9545454545454546,1
5690,24,edu,3,2,0.9333333333333333,1
5691,16,ru,2,1,0.9333333333333333,1
5692,17,com,3,1,0.9375,1
5693,15,com,3,1,0.8888888888888888,1
5694,20,com,3,1,0.9473684210526315,0
5695,25,io,2,1,0.75,0
5696,13,ca,2,1,0.9166666666666666,1
5697,21,ua,2,1,0.9230769230769231,1
5698,13,hr,2,1,0.9166666666666666,0
5699,14,net,3,1,0.9230769230769231,1
5700,15,com,3,0,0.9655172413793104,0
5701,20,com,3,1,0.9473684210526315,1
5702,25,za,2,1,0.9583333333333334,1
5703,26,com,3,1,0.96,1
5704,21,br,2,2,0.9230769230769231,1
5705,14,sg,2,2,0.88,1
5706,37,com,3,2,0.9577464788732394,1
5707,16,com,3,1,0.9333333333333333,1
5708,50,com,3,3,0.9473684210526315,0
5709,21,nz,2,2,0.9230769230769231,1
5710,15,org,3,0,0.9655172413793104,1
5711,33,website,7,1,0.9523809523809523,0
5712,21,com,3,1,0.95,1
5713,14,hu,2,1,0.9230769230769231,1
5714,9,com,3,0,0.9411764705882353,1
5715,21,net,3,1,0.9230769230769231,1
5716,23,com,3,1,0.8780487804878049,0
5717,24,com,3,1,0.9565217391304348,1
5718,6,com,3,0,0.9090909090909091,0
5719,22,com,3,1,0.9523809523809523,1
5720,27,com,3,1,0.9615384615384616,0
5721,20,net,3,0,0.9743589743589743,0
5722,15,com,3,1,0.9285714285714286,0
5723,15,com,3,1,0.9285714285714286,1
5724,17,com,3,0,0.9696969696969697,0
5725,13,com,3,1,0.9166666666666666,1
5726,22,com,3,1,0.9523809523809523,1
5727,31,com,3,1,0.9122807017543859,0
5728,17,com,3,1,0.9375,0
5729,17,com,3,1,0.9375,0
5730,19,com,3,1,0.9444444444444444,1
5731,14,org,3,0,0.9629629629629629,1
5732,20,com,3,1,0.9473684210526315,1
5733,17,pe,2,0,0.9696969696969697,0
5734,17,it,2,1,0.9375,1
5735,25,com,3,1,0.9583333333333334,0
5736,19,ru,2,1,0.9444444444444444,0
5737,4,mp,2,0,0.8571428571428571,0
5738,22,org,3,1,0.9523809523809523,1
5739,25,ru,2,1,0.9583333333333334,0
5740,13,mn,2,1,0.9166666666666666,1
5741,33,app,3,1,0.8421052631578947,0
5742,19,net,3,1,0.9444444444444444,1
5743,20,it,2,1,0.9473684210526315,1
5744,28,com,3,1,0.9629629629629629,0
5745,18,com,3,1,0.9411764705882353,1
5746,18,uk,2,2,0.9090909090909091,1
5747,18,org,3,1,0.9411764705882353,1
5748,23,it,2,1,0.9545454545454546,1
5749,61,com,3,1,0.7422680412371134,0
5750,24,de,2,0,0.9090909090909091,0
5751,16,org,3,1,0.9333333333333333,1
5752,24,com,3,0,0.9787234042553191,1
5753,16,com,3,1,0.9333333333333333,1
5754,32,com,3,1,0.9508196721311475,0
5755,18,com,3,1,0.9411764705882353,1
5756,12,gr,2,0,0.9565217391304348,0
5757,25,com,3,1,0.9583333333333334,1
5758,27,website,7,1,0.92,0
5759,26,com,3,1,0.9387755102040817,1
5760,23,com,3,1,0.9545454545454546,0
5761,22,com,3,1,0.9523809523809523,1
5762,9,by,2,0,0.9411764705882353,1
5763,28,br,2,2,0.9019607843137255,0
5764,18,nl,2,0,0.9714285714285714,0
5765,24,com,3,1,0.9565217391304348,1
5766,21,com,3,1,0.95,0
5767,16,com,3,1,0.9333333333333333,1
5768,29,com,3,1,0.9642857142857143,0
5769,11,com,3,1,0.625,0
5770,6,ly,2,0,0.9090909090909091,0
5771,25,asia,4,1,0.9583333333333334,1
5772,18,bz,2,0,0.9714285714285714,0
5773,19,com,3,1,0.9444444444444444,1
5774,7,cc,2,0,0.8333333333333334,0
5775,13,com,3,1,0.9166666666666666,1
5776,25,website,7,1,0.8888888888888888,0
5777,18,com,3,1,0.9411764705882353,0
5778,27,org,3,1,0.9615384615384616,1
5779,15,com,3,1,0.9285714285714286,1
5780,22,com,3,1,0.9523809523809523,1
5781,27,com,3,1,0.9411764705882353,0
5782,17,com,3,0,0.9696969696969697,0
5783,12,by,2,0,0.9565217391304348,1
5784,29,com,3,1,0.9642857142857143,1
5785,16,com,3,0,0.967741935483871,0
5786,15,com,3,1,0.9285714285714286,1
5787,18,uk,2,2,0.9090909090909091,1
5788,15,com,3,1,0.9285714285714286,1
5789,18,com,3,1,0.9411764705882353,1
5790,22,com,3,1,0.9523809523809523,1
5791,25,de,2,1,0.9361702127659575,0
5792,14,com,3,1,0.9230769230769231,1
5793,14,com,3,1,0.9230769230769231,1
5794,15,mu,2,1,0.9285714285714286,0
5795,17,com,3,1,0.9375,1
5796,19,org,3,1,0.9444444444444444,1
5797,22,com,3,1,0.9523809523809523,1
5798,22,com,3,1,0.9523809523809523,1
5799,21,com,3,1,0.95,0
5800,24,com,3,3,0.8571428571428571,0
5801,14,com,3,1,0.9230769230769231,1
5802,23,br,2,2,0.9302325581395349,1
5803,11,com,3,1,0.9,1
5804,13,com,3,0,0.96,0
5805,13,66,2,2,0.0,0
5806,13,com,3,1,0.7619047619047619,0
5807,16,ru,2,1,0.9333333333333333,1
5808,15,com,3,1,0.9285714285714286,1
5809,13,zw,2,1,0.9166666666666666,0
5810,16,com,3,0,0.967741935483871,0
5811,12,ua,2,1,0.9090909090909091,1
5812,25,com,3,1,0.9361702127659575,1
5813,17,my,2,1,0.9375,0
5814,40,com,3,3,0.918918918918919,0
5815,20,info,4,1,0.9473684210526315,1
5816,25,io,2,1,0.75,0
5817,16,com,3,1,0.9333333333333333,0
5818,30,com,3,1,0.9655172413793104,0
5819,14,com,3,1,0.9230769230769231,0
5820,26,com,3,1,0.96,1
5821,19,com,3,1,0.9444444444444444,0
5822,18,mx,2,1,0.9411764705882353,0
5823,41,com,3,3,0.9487179487179487,0
5824,15,xyz,3,0,0.9655172413793104,0
5825,23,info,4,1,0.85,0
5826,17,es,2,0,0.9696969696969697,1
5827,18,fr,2,1,0.9411764705882353,1
5828,15,ru,2,1,0.9285714285714286,1
5829,14,com,3,1,0.9230769230769231,0
5830,17,com,3,1,0.9375,1
5831,13,de,2,1,0.8181818181818182,1
5832,15,com,3,0,0.9655172413793104,0
5833,16,com,3,0,0.967741935483871,1
5834,12,de,2,1,0.9090909090909091,0
5835,32,com,3,3,0.8363636363636363,0
5836,5,ly,2,0,0.8888888888888888,0
5837,16,com,3,1,0.896551724137931,0
5838,16,ir,2,0,0.967741935483871,0
5839,14,ru,2,1,0.88,0
5840,50,com,3,3,0.9473684210526315,0
5841,28,in,2,1,0.9629629629629629,0
5842,14,com,3,1,0.9230769230769231,0
5843,19,com,3,0,0.972972972972973,0
5844,48,com,3,1,0.9090909090909091,0
5845,13,gov,3,1,0.9166666666666666,1
5846,14,net,3,1,0.9230769230769231,1
5847,20,com,3,1,0.9473684210526315,1
5848,26,com,3,1,0.96,1
5849,22,it,2,1,0.9523809523809523,0
5850,20,com,3,1,0.9473684210526315,0
5851,42,com,3,3,0.95,0
5852,18,in,2,0,0.9714285714285714,0
5853,26,com,3,1,0.96,1
5854,23,au,2,1,0.9545454545454546,1
5855,15,com,3,1,0.8888888888888888,1
5856,19,uk,2,2,0.9142857142857143,1
5857,11,com,3,0,0.9523809523809523,0
5858,23,com,3,1,0.9047619047619048,0
5859,18,com,3,1,0.9090909090909091,1
5860,12,com,3,1,0.9090909090909091,1
5861,25,com,3,2,0.9361702127659575,1
5862,24,ar,2,2,0.9333333333333333,1
5863,11,de,2,1,0.9,1
5864,14,com,3,0,0.9629629629629629,0
5865,26,com,3,1,0.96,0
5866,54,com,3,4,0.9411764705882353,0
5867,19,com,3,1,0.9444444444444444,0
5868,23,com,3,1,0.9545454545454546,1
5869,17,net,3,0,0.9696969696969697,0
5870,17,es,2,2,0.9032258064516129,1
5871,14,com,3,0,0.88,0
5872,25,com,3,1,0.9361702127659575,0
5873,16,com,3,1,0.9333333333333333,1
5874,34,com,3,1,0.9538461538461539,0
5875,42,com,3,3,0.95,0
5876,27,ru,2,1,0.92,1
5877,33,com,3,1,0.96875,0
5878,20,com,3,1,0.9473684210526315,1
5879,25,com,3,1,0.9583333333333334,1
5880,25,com,3,1,0.9361702127659575,0
5881,22,com,3,1,0.9,0
5882,21,com,3,1,0.95,1
5883,24,com,3,1,0.9565217391304348,1
5884,15,com,3,1,0.9285714285714286,1
5885,16,kw,2,1,0.9333333333333333,0
5886,19,com,3,1,0.9444444444444444,1
5887,20,uk,2,1,0.9473684210526315,0
5888,16,com,3,1,0.9333333333333333,1
5889,22,ng,2,2,0.9,0
5890,16,com,3,1,0.9333333333333333,0
5891,16,com,3,1,0.9333333333333333,0
5892,20,io,2,1,0.918918918918919,0
5893,15,net,3,1,0.9285714285714286,1
